"","No","ORF","Gene","Ch","Mean","Mean.1","X3153A","SD","p.value","p.paired","X3153A.1","SD2","start","end","strand","flag47b","p.complete.compensation","p.zero.compensation","compflag"
"189",190,"orf19.4583","","4",623.6,665.4,1.1,0.521,0.842795474,0.655741317,1.1,0.045,416212,417141,"W",0,NA,NA,NA
"190",191,"orf19.4582","","4",1084.2,1296.6,1.2,0.368,0.39883472,0.26553547,1,0.06,417943,417221,"C",0,NA,NA,NA
"191",192,"orf19.4581","","4",82.3,101.8,1.2,1.852,0.811751652,0.394454515,1,0.059,419330,418134,"C",0,NA,NA,NA
"192",193,"orf19.4580","","4",585.8,777.6,1.3,0.253,0.136396437,0.11327217,1,0.067,419541,420074,"W",0,NA,NA,NA
"193",194,"orf19.4579","","4",1533.8,1383.3,0.9,0.542,0.832035675,0.76562769,1,0.07,421118,422044,"W",0,NA,NA,NA
"194",195,"orf19.4578","CYT2","4",319.5,388.5,1.2,0.411,0.490035267,0.084544606,1,0.062,422377,423132,"W",0,NA,NA,NA
"195",196,"orf19.4577.3","","4",172.1,126.9,0.7,0.35,0.385539518,0.153429093,1,0.091,423542,423267,"C",0,NA,NA,NA
"196",197,"orf19.4577","","4",4465.4,4745.1,1.1,0.35,0.885422766,0.716207232,1.1,0.1,427083,423772,"C",0,NA,NA,NA
"197",198,"orf19.4575","","4",123.3,103.4,0.8,16.932,0.563237564,0.504038764,1,0.062,429978,427664,"C",0,NA,NA,NA
"198",199,"orf19.4574","","4",133.4,177.2,1.3,32.597,0.327841797,0.241623576,1.1,0.094,431876,430206,"C",0,NA,NA,NA
"199",200,"orf19.4573","ZCF26","4",92.6,113.6,1.2,0.75,0.757383681,0.149818436,1,0.082,434656,432164,"C",0,NA,NA,NA
"200",201,"orf19.4571","","4",35.3,58.7,1,0.661,0.711854622,0.033853496,1,0.112,436868,435219,"C",0,NA,NA,NA
"201",202,"orf19.4570","","4",378.7,337.4,0.9,0.773,0.656866822,0.692536432,1,0.17,437692,437252,"C",0,NA,NA,NA
"202",203,"orf19.4569","","4",251.5,258.8,1,0.165,0.969632825,0.831659008,1,0.11,437980,438774,"W",0,NA,NA,NA
"203",204,"orf19.4568","ZCF25","4",0,0.1,1,0.094,0.363217468,0.363217468,1,0.047,441248,438831,"C",0,NA,NA,NA
"204",205,"orf19.4567","","4",146.1,87.3,0.6,0.401,0.514182098,0.183879432,1,0.088,443019,442108,"C",0,NA,NA,NA
"205",206,"orf19.4566","","4",7.3,9.2,1,15.608,0.64106065,0.691938236,1.1,0.179,444363,443782,"C",0,NA,NA,NA
"206",207,"orf19.4565","BGL2","4",11862.5,9575.5,0.8,0.223,0.630391621,0.206909643,1,0.031,445653,444727,"C",0,NA,NA,NA
"207",208,"orf19.4563","","4",1027.5,947.1,0.9,0.375,0.506179249,0.392568038,1,0.051,447495,446380,"C",0,NA,NA,NA
"208",209,"orf19.4560","BFR1","4",2160.6,2137.2,1,0.317,0.989225105,0.938198699,1,0.056,449240,447852,"C",0,NA,NA,NA
"209",210,"orf19.2775","IDI1","4",815,987.9,1.2,0.417,0.480784897,0.26474951,1,0.06,450184,451038,"W",0,NA,NA,NA
"210",211,"orf19.2774","LAB5","4",4724.1,3488.8,0.7,0.169,0.033520735,0.039037082,1,0.096,451524,452684,"W",0,NA,NA,NA
"211",212,"orf19.2772","HOS3","4",1557.6,1570.3,1,0.311,0.938399251,0.909770969,1,0.041,453560,455701,"W",0,NA,NA,NA
"212",213,"orf19.2771","BEM3","4",777.5,741.7,1,0.201,0.999884944,0.997664717,1,0.057,457313,460738,"W",0,NA,NA,NA
"213",214,"orf19.2770.1","SOD1","4",646.9,868,1.3,1.187,0.733449351,0.453924347,1,0.054,461741,461032,"C",0,NA,NA,NA
"214",215,"orf19.2770","","4",17579.4,23348.9,1.3,0.263,0.180148926,0.013464884,1,0.091,463139,462681,"C",0,NA,NA,NA
"215",216,"orf19.2769","","4",12400.8,22632.8,1.8,0.615,0.112981383,0.072787248,1,0.023,463682,464065,"W",0,NA,NA,NA
"216",217,"orf19.2768","AMS1","4",1812.8,2085.4,1.2,0.301,0.525947917,0.213157648,1,0.049,464968,468435,"W",0,NA,NA,NA
"217",218,"orf19.2767","PGA59","4",61007.5,37759.5,0.6,0.318,0.092877661,0.059621522,1,0.102,471464,471123,"C",0,NA,NA,NA
"218",219,"orf19.2766","","4",10.2,8.6,1,0.541,0.942513525,0.688409699,1,0.051,479521,479829,"W",0,NA,NA,NA
"219",220,"orf19.2765","PGA62","4",64447.8,44050.3,0.7,0.244,0.024832809,0.049343342,1,0.052,480635,481276,"W",0,NA,NA,NA
"220",221,"orf19.2763","","4",348.2,351.8,1,18.61,0.756115034,0.377607736,1,0.054,485641,483227,"C",0,NA,NA,NA
"221",222,"orf19.2762","AHP1","4",25546.7,21405.8,0.8,0.699,0.866289657,0.791458381,1,0.058,486718,486188,"C",0,NA,NA,NA
"222",223,"orf19.2761","","4",166.5,210.8,1.3,0.801,0.886976671,0.722049738,1,0.095,488449,487652,"C",0,NA,NA,NA
"223",224,"orf19.2760","","4",384.6,245.6,0.6,0.353,0.578081347,0.173833081,1,0.047,489039,493301,"W",0,NA,NA,NA
"224",225,"orf19.2758","PGA38","4",5592.9,5403,1,0.262,0.761625919,0.245753199,1,0.033,495160,493613,"C",0,NA,NA,NA
"225",226,"orf19.2757","","4",285.5,273.3,1,0.558,0.727629807,0.502241661,1,0.06,496267,497265,"W",0,NA,NA,NA
"226",227,"orf19.2756","","4",539.6,688.4,1.3,0.549,0.440820481,0.376958036,1,0.1,497593,498231,"W",0,NA,NA,NA
"227",228,"orf19.2755","","4",4779.8,6938.1,1.5,0.603,0.157901916,0.103606662,1,0.051,499171,498434,"C",0,NA,NA,NA
"228",229,"orf19.2754","","4",43.3,95.5,1,0.906,0.730681815,0.076038524,0.9,0.144,500130,499801,"C",0,NA,NA,NA
"229",230,"orf19.2753","ZCF15","4",357.4,273,0.8,0.173,0.800926788,0.039493615,1,0.041,501568,504402,"W",0,NA,NA,NA
"230",231,"orf19.2752","ADR1","4",887.8,587.7,0.7,0.397,0.457440094,0.131333849,1,0.06,508877,504621,"C",0,NA,NA,NA
"231",232,"orf19.2751","","4",342.3,404.5,1.2,1.112,0.450125282,0.113937206,1,0.058,512530,514077,"W",0,NA,NA,NA
"232",233,"orf19.2749","","4",211.5,132.4,0.6,0.177,0.799978691,0.021003533,1,0.071,515620,514148,"C",0,NA,NA,NA
"233",234,"orf19.2748","ARG83","4",39.6,23.3,1,0.668,0.286792043,0.194528557,1,0.04,517410,520334,"W",0,NA,NA,NA
"234",235,"orf19.2747","RGT1","4",24.2,23,1,0.364,0.773070123,0.373805445,1,0.041,523970,527059,"W",0,NA,NA,NA
"235",236,"orf19.2746","","4",1010.3,895.5,0.9,0.232,0.785944778,0.367169329,1,0.051,529387,527495,"C",0,NA,NA,NA
"236",237,"orf19.2745","UME7","4",128.9,53.2,0.4,3.227,0.79635859,0.749393543,1,0.102,531366,529990,"C",0,NA,NA,NA
"237",238,"orf19.2743","","4",1113.3,1182.2,1.1,0.334,0.905183295,0.760486348,1.1,0.291,533641,531821,"C",0,NA,NA,NA
"238",239,"orf19.2742","","4",645.8,1017.1,1.6,0.607,0.195617155,0.131269411,1.1,0.138,534009,534347,"W",0,NA,NA,NA
"239",240,"orf19.2740","","4",142.2,156.5,1.1,0.399,0.901150175,0.546088874,1.1,0.068,536699,534369,"C",0,NA,NA,NA
"240",241,"orf19.2739","","4",641.2,558.2,0.9,0.38,0.738144659,0.18400384,1,0.058,538698,536980,"C",0,NA,NA,NA
"241",242,"orf19.2738","SUL2","4",2132.5,1856.2,0.9,0.381,0.872796856,0.711148952,1,0.057,541600,539120,"C",0,NA,NA,NA
"242",243,"orf19.2737","","4",3165.8,3953.7,1.2,0.364,0.531009456,0.162874792,1,0.107,546002,543774,"C",0,NA,NA,NA
"243",244,"orf19.2736","","4",904.7,1006.2,1.1,0.332,0.991269562,0.970767819,1,0.052,547581,547141,"C",0,NA,NA,NA
"244",245,"orf19.2735","SEN2","4",528.1,734.8,1.4,0.259,0.468822473,0.026291599,1,0.05,549178,548009,"C",0,NA,NA,NA
"245",246,"orf19.2734","","4",180.3,161,0.9,0.48,0.949036727,0.610862302,1,0.067,550364,551371,"W",0,NA,NA,NA
"246",247,"orf19.2733","","4",237,269.9,1.1,0.574,0.794653526,0.527614833,1,0.06,551637,553190,"W",0,NA,NA,NA
"247",248,"orf19.2731","","4",338.7,365.8,1.1,0.708,0.632506766,0.521137507,1.1,0.123,553566,553228,"C",0,NA,NA,NA
"248",249,"orf19.2730","","4",424.2,410,1,0.329,0.939747667,0.810590153,1.1,0.298,553938,555758,"W",0,NA,NA,NA
"249",250,"orf19.2728","","4",59.9,65.6,1,4.797,0.884769939,0.735970812,1,0.046,555926,557695,"W",0,NA,NA,NA
"250",251,"orf19.2727","GRX3","4",649.4,784.7,1.2,0.412,0.527546353,0.275478739,1,0.082,558606,557845,"C",0,NA,NA,NA
"251",252,"orf19.2726","","4",6880.5,5279.4,0.8,0.253,0.340249462,0.064446401,1,0.086,559897,558959,"C",0,NA,NA,NA
"252",253,"orf19.2725","","4",258,294.3,1.1,0.298,0.676350486,0.266671958,1,0.062,567228,566926,"C",0,NA,NA,NA
"253",254,"orf19.2724","","4",2191.4,1744.2,0.8,0.165,0.485523414,0.024511168,1,0.038,571922,573418,"W",0,NA,NA,NA
"254",255,"orf19.2723","HIT1","4",78.1,81.7,1,0.256,0.920258451,0.284425681,1.1,0.061,577406,577852,"W",0,NA,NA,NA
"255",256,"orf19.2722","CGR1","4",335.8,389.6,1.2,0.41,0.956021755,0.488974725,1,0.021,579236,578214,"C",0,NA,NA,NA
"256",257,"orf19.2721","","4",249.8,303.2,1.2,0.451,0.575480291,0.086345556,1,0.047,580529,579492,"C",0,NA,NA,NA
"257",258,"orf19.2720","","4",865.3,1023,1.2,0.321,0.73087862,0.14922536,1,0.051,580782,582416,"W",0,NA,NA,NA
"258",259,"orf19.2717","SAS10","4",336.4,303.8,0.9,0.202,0.925757536,0.289456631,1,0.043,584201,582507,"C",0,NA,NA,NA
"259",260,"orf19.2715","RPC53","4",498.8,440.8,0.9,0.637,0.534170122,0.328682609,1.1,0.16,584483,585841,"W",0,NA,NA,NA
"260",261,"orf19.2713","","4",0,0,1,0,NA,NA,1,0.077,586425,588897,"W",0,NA,NA,NA
"261",262,"orf19.2712","HCA4","4",624.2,412.8,0.7,0.34,0.296827524,0.114092296,1.1,0.104,591191,588894,"C",0,NA,NA,NA
"262",263,"orf19.2711.1","","4",1184.4,817.6,0.7,0.348,0.868621101,0.553880003,1,0.063,592276,591485,"C",0,NA,NA,NA
"263",264,"orf19.2711","","4",564.5,600.2,1.1,0.893,0.919280679,0.313876222,1.1,0.097,592522,594915,"W",0,NA,NA,NA
"264",265,"orf19.2710","","4",1994,2104.1,1.1,0.214,0.778310061,0.073199666,1.1,0.12,595271,595915,"W",0,NA,NA,NA
"265",266,"orf19.2709","ZUO1","4",3633.8,4537.4,1.2,0.397,0.564147006,0.247173648,1,0.081,597368,596085,"C",0,NA,NA,NA
"266",267,"orf19.2708","","4",140.1,233.6,1.7,2.315,0.779739172,0.753561913,1,0.055,598349,597582,"C",0,NA,NA,NA
"267",268,"orf19.2707.1","QCR9","4",10569.6,13716.3,1.3,0.331,0.414936278,0.01994405,1,0.049,598959,598762,"C",0,NA,NA,NA
"268",269,"orf19.2706","CRH11","4",180.4,301.6,1.7,0.662,0.309970898,0.111933228,1,0.073,600732,599371,"C",0,NA,NA,NA
"269",270,"orf19.2704","","4",103.8,119.3,1.1,0.307,0.758703366,0.259710245,1,0.189,602846,603166,"W",0,NA,NA,NA
"270",271,"orf19.2703","","4",313.4,363.5,1.2,1.468,0.940908779,0.821181596,1.1,0.15,603321,604889,"W",0,NA,NA,NA
"271",272,"orf19.2701","","4",970.6,1518.8,1.6,0.382,0.489844568,0.13491416,1,0.084,605540,606058,"W",0,NA,NA,NA
"272",273,"orf19.2699","ABP1","4",3685.5,3964.8,1.1,0.212,0.828691728,0.412918178,1.1,0.171,606596,608542,"W",0,NA,NA,NA
"273",274,"orf19.2698","","4",1024.2,1584.6,1.5,0.541,0.188124418,0.142115315,1,0.078,609084,608758,"C",0,NA,NA,NA
"274",275,"orf19.2697","","4",850.6,664.1,0.8,0.252,0.649904874,0.361742763,1,0.11,609473,615169,"W",0,NA,NA,NA
"275",276,"orf19.2695","UBR1","4",308.3,410.7,1.3,14.891,0.467485032,0.209089121,1.1,0.12,620665,615302,"C",0,NA,NA,NA
"276",277,"orf19.2694","TYS1","4",3500.1,4163.7,1.2,0.439,0.569464348,0.482940776,1.1,0.048,621567,622796,"W",0,NA,NA,NA
"277",278,"orf19.2693","GST2","4",4035.8,6031.9,1.5,0.643,0.225841257,0.026816962,1,0.077,623611,622952,"C",0,NA,NA,NA
"278",279,"orf19.2691","","4",448.3,442.1,1,0.166,0.958620319,0.885053531,1,0.094,625096,624374,"C",0,NA,NA,NA
"279",280,"orf19.2690","","4",510,475.3,0.9,0.153,0.788167798,0.066913161,1,0.069,627864,630557,"W",0,NA,NA,NA
"280",281,"orf19.2688","NAN1","4",292.2,277,0.9,0.326,0.985290467,0.891568128,1,0.035,633200,630681,"C",0,NA,NA,NA
"281",282,"orf19.2687.1","","4",1421.1,1818.9,1.3,0.507,0.703421651,0.178835726,1,0.084,633514,633732,"W",0,NA,NA,NA
"282",283,"orf19.2686","","4",3817.1,3153.6,0.8,0.37,0.73469576,0.340661092,1,0.061,635720,633978,"C",0,NA,NA,NA
"283",284,"orf19.2685","PGA54","4",1828.7,1556,0.9,0.114,0.474477725,0.02083141,1,0.078,639770,640798,"W",0,NA,NA,NA
"284",285,"orf19.2684","","4",356.4,267.9,0.8,0.358,0.556137124,0.200649028,1,0.056,641845,644280,"W",0,NA,NA,NA
"285",286,"orf19.2682","","4",555.5,557.1,1,0.372,0.913213095,0.61279396,0.9,0.062,644984,645811,"W",0,NA,NA,NA
"286",287,"orf19.2681","RBT7","4",54.3,57.7,1,1.607,0.540859251,0.407745702,1.1,0.127,646919,647896,"W",0,NA,NA,NA
"287",288,"orf19.2680","","4",725.6,571.1,0.8,0.221,0.343194332,0.090677934,1.1,0.073,649268,654511,"W",0,NA,NA,NA
"288",289,"orf19.2678","BUB1","4",892.7,444,0.5,0.285,0.255853929,0.038098627,1.1,0.123,657311,654609,"C",0,NA,NA,NA
"289",290,"orf19.2677","","4",604.8,587.5,1,0.289,0.932262222,0.811273096,1.1,0.139,657654,659519,"W",0,NA,NA,NA
"290",291,"orf19.2676","","4",146.6,240,1.6,1.617,0.117577699,0.039000654,1,0.06,660489,659593,"C",0,NA,NA,NA
"291",292,"orf19.2675","","4",1004.6,829.6,0.8,0.234,0.914148303,0.368473651,1,0.063,660680,663964,"W",0,NA,NA,NA
"292",293,"orf19.2674","","4",183,137.2,0.8,0.339,0.303666456,0.211266549,1.1,0.061,665139,664111,"C",0,NA,NA,NA
"293",294,"orf19.2673","","4",340.7,249.1,0.7,0.351,0.583606906,0.191716105,1,0.047,665708,666727,"W",0,NA,NA,NA
"294",295,"orf19.2672","NCP1","4",1804,1975,1.1,0.348,0.784820156,0.255365716,1.1,0.101,668328,670370,"W",0,NA,NA,NA
"295",296,"orf19.2671","","4",447.8,241.3,0.5,0.17,0.180372432,0.003249668,1,0.14,671384,672727,"W",0,NA,NA,NA
"296",297,"orf19.2670","","4",436.3,601.6,1.4,0.658,0.343766967,0.058898917,1,0.032,673769,672894,"C",0,NA,NA,NA
"297",298,"orf19.2669","","4",242.1,212.4,0.9,0.325,0.99808463,0.972416677,1.3,0.35,678707,674364,"C",0,NA,NA,NA
"298",299,"orf19.2668","RHD2","4",11.6,44.9,1,1.951,0.505245415,0.076165247,1.3,0.418,680277,679360,"C",0,NA,NA,NA
"299",300,"orf19.2667","RPF1","4",1002.1,1314.3,1.3,0.102,0.032692106,0.00029674,1,0.09,680960,681850,"W",0,NA,NA,NA
"300",301,"orf19.2665","MSN5","4",405.6,405.8,1,0.42,0.96039654,0.821864765,1,0.112,682600,686337,"W",0,NA,NA,NA
"301",302,"orf19.2664","","4",1019.2,736.5,0.7,0.313,0.177106683,0.105833426,1,0.105,686742,689441,"W",0,NA,NA,NA
"302",303,"orf19.1440","","4",331.1,468.5,1.4,0.389,0.474718412,0.02073899,1,0.062,697817,698932,"W",0,NA,NA,NA
"303",304,"orf19.1439","IPK1","4",378.1,362.6,1,28.236,0.564836415,0.41587036,1,0.069,699814,700899,"W",0,NA,NA,NA
"304",305,"orf19.1438","","4",613.9,387.8,0.6,0.312,0.186180261,0.048957298,1,0.046,702384,701161,"C",0,NA,NA,NA
"305",306,"orf19.3362","","4",172.4,94.6,0.5,0.292,0.208647568,0.047658275,1,0.12,704120,702777,"C",0,NA,NA,NA
"306",307,"orf19.3363","VTC4","4",1764.3,2459.8,1.4,0.912,0.318209936,0.14481288,1,0.063,706651,704522,"C",0,NA,NA,NA
"307",308,"orf19.3364","","4",2069.5,2702.3,1.3,0.834,0.429060125,0.253716937,1,0.067,707956,707498,"C",0,NA,NA,NA
"308",309,"orf19.3365","DAO2","4",246.4,232.1,0.9,0.207,0.775429804,0.397503363,1,0.065,709745,708588,"C",0,NA,NA,NA
"309",310,"orf19.3366","CSH3","4",1355,1977.2,1.5,0.598,0.344369958,0.233952592,1,0.058,710542,711252,"W",0,NA,NA,NA
"310",311,"orf19.3366.1","","4",1883.2,2552.1,1.4,0.449,0.257267558,0.182665727,1.1,0.08,711501,712028,"W",0,NA,NA,NA
"311",312,"orf19.3367","","4",846.4,1074.6,1.3,0.389,0.227225689,0.057256638,1,0.071,712422,713297,"W",0,NA,NA,NA
"312",313,"orf19.3368","","4",657.1,641.9,1,0.405,0.925851726,0.832279782,1,0.117,713682,713377,"C",0,NA,NA,NA
"313",314,"orf19.3369","MOH1","4",2354.5,2127.7,0.9,0.219,0.987853017,0.953425035,1,0.063,717306,718097,"W",0,NA,NA,NA
"314",315,"orf19.3370","DOT4","4",371.4,299.2,0.8,0.284,0.430523053,0.05973992,1,0.059,721235,719028,"C",0,NA,NA,NA
"315",316,"orf19.3371","","4",746.6,868.2,1.2,0.194,0.488242706,0.086964412,1,0.059,723842,722013,"C",0,NA,NA,NA
"316",317,"orf19.3373","","4",281.6,314.5,1.1,5.822,0.471356982,0.12561248,1,0.082,725966,724095,"C",0,NA,NA,NA
"317",318,"orf19.3374","ECE1","4",49.2,22.6,1,0.92,0.507862847,0.272549571,1.1,0.167,727428,726613,"C",0,NA,NA,NA
"318",319,"orf19.3375","","4",38.5,33.6,1,0.145,0.959653911,0.407241289,1,0.098,731213,730626,"C",0,NA,NA,NA
"319",320,"orf19.3376","","4",34.2,11.2,1,9.992,0.683644087,0.743139116,1,0.084,733784,733260,"C",0,NA,NA,NA
"320",321,"orf19.3378","","4",87.4,75.9,1,0.691,0.487872693,0.391625687,1.1,0.184,735490,734939,"C",0,NA,NA,NA
"321",322,"orf19.3380","HWP2","4",50.4,55.2,1,0.434,0.929561981,0.580412495,1.1,0.123,741271,738545,"C",0,NA,NA,NA
"322",323,"orf19.1327","RBT1","4",42.1,60,1,18.883,0.44127032,0.160120917,1,0.062,747433,745268,"C",0,NA,NA,NA
"323",324,"orf19.1326","","4",221.2,256.9,1.2,0.626,0.724243218,0.05466477,1,0.051,750848,752818,"W",0,NA,NA,NA
"324",325,"orf19.1325","ECM38","4",5536.7,2488,0.4,0.116,0.113593035,0.000524816,1,0.095,754731,752971,"C",0,NA,NA,NA
"325",326,"orf19.1324","RAD2","4",689.3,518.6,0.8,0.189,0.853735407,0.036086411,1,0.071,755390,758362,"W",0,NA,NA,NA
"326",327,"orf19.1323","","4",309,253.1,0.8,0.245,0.666042268,0.399199582,1,0.039,758543,760858,"W",0,NA,NA,NA
"327",328,"orf19.1321","HWP1","4",851.5,1169.8,1.4,1.133,0.596251617,0.021968473,1,0.05,762939,764843,"W",0,NA,NA,NA
"328",329,"orf19.1318","","4",285.3,275.6,1,19.942,0.542192066,0.352598271,1,0.044,765747,766820,"W",0,NA,NA,NA
"329",330,"orf19.1317","OSH3","4",421.7,444.2,1.1,0.58,0.748900679,0.378902173,1,0.045,769486,766952,"C",0,NA,NA,NA
"330",331,"orf19.1314","","4",6901.7,8752.9,1.3,0.336,0.996478081,0.976328316,1.1,0.09,772087,770678,"C",0,NA,NA,NA
"331",332,"orf19.1313","CDR3","4",981.8,491,0.5,0.275,0.507860361,0.047167826,1,0.069,774255,773035,"C",0,NA,NA,NA
"332",333,"orf19.1311","SPO75","4",227.4,236.3,1,0.225,0.996059988,0.928777411,1,0.101,782925,785510,"W",0,NA,NA,NA
"333",334,"orf19.1310","","4",1.9,1.2,1,0.137,0.899005523,0.363217468,1.1,0.085,787132,785501,"C",0,NA,NA,NA
"334",335,"orf19.1309","","4",141.5,269.5,1.9,1.079,0.317003015,0.249458535,1,0.028,787968,787555,"C",0,NA,NA,NA
"335",336,"orf19.1308","","4",1053.7,926,0.9,0.156,0.804541663,0.188343407,1,0.067,788714,790459,"W",0,NA,NA,NA
"336",337,"orf19.1307","","4",1201.8,913.7,0.8,4.47,0.806769706,0.487861665,1.1,0.105,792025,790523,"C",0,NA,NA,NA
"337",338,"orf19.1306","","4",1536.2,2374.8,1.5,0.586,0.051453049,0.063621835,1,0.051,793544,792534,"C",0,NA,NA,NA
"338",339,"orf19.1305","","4",272,222.2,0.8,0.439,0.636722699,0.271445069,1,0.044,795450,794101,"C",0,NA,NA,NA
"339",340,"orf19.1304","","4",1383.2,1370.7,1,0.299,0.759759581,0.672894197,1,0.054,795663,796577,"W",0,NA,NA,NA
"340",341,"orf19.1303","","4",281.7,312.1,1.1,0.254,0.861528411,0.732245886,1,0.059,797872,796688,"C",0,NA,NA,NA
"341",342,"orf19.1302","","4",25.3,1,1,1.557,0.539678733,0.585607601,1,0.062,798828,799478,"W",0,NA,NA,NA
"342",343,"orf19.1301","","4",3.7,7.5,1,1.984,0.649685712,0.23657136,1,0.073,800217,800711,"W",0,NA,NA,NA
"343",344,"orf19.1300","","4",622.6,512.3,0.8,17.785,0.709625433,0.515565978,1,0.055,802162,800828,"C",0,NA,NA,NA
"344",345,"orf19.1299","RPN6","4",370.8,655.5,1.8,0.406,0.197374411,0.003160262,1,0.053,802437,803744,"W",0,NA,NA,NA
"345",346,"orf19.1298","NUP84","4",833.9,571.2,0.7,0.45,0.251762658,0.18049241,1,0.055,806316,803782,"C",0,NA,NA,NA
"346",347,"orf19.1297","","4",57.1,224.1,3.9,9.675,0.998012821,0.995771639,1.1,0.086,807452,809647,"W",0,NA,NA,NA
"347",348,"orf19.5037","","4",197.2,131.2,0.7,0.484,0.20876064,0.141616824,1,0.058,810963,809695,"C",0,NA,NA,NA
"348",349,"orf19.5038","","4",2543.7,4169.5,1.6,0.962,0.847405184,0.459376555,1,0.032,812074,816396,"W",0,NA,NA,NA
"349",350,"orf19.5039","","4",509.5,649.8,1.3,0.302,0.272995361,0.06609921,0.9,0.053,817412,816489,"C",0,NA,NA,NA
"350",351,"orf19.5040","","4",252.6,249.8,1,15.777,0.454714105,0.368084007,1,0.033,818048,819826,"W",0,NA,NA,NA
"351",352,"orf19.5041","","4",122.6,73.6,0.6,0.36,0.595251713,0.206413804,1,0.067,821011,819938,"C",0,NA,NA,NA
"352",353,"orf19.5042","","4",0,0,1,0,NA,NA,1,0.059,821859,821221,"C",0,NA,NA,NA
"353",354,"orf19.5043","","4",23.2,27.9,1,7.284,0.900369066,0.829291004,1,0.056,822239,823705,"W",0,NA,NA,NA
"354",355,"orf19.5045","","4",1008.1,602,0.6,0.48,0.943190197,0.858600448,1,0.061,826204,828471,"W",0,NA,NA,NA
"355",356,"orf19.5046","RAM1","4",136.9,101.9,0.7,0.333,0.837006908,0.228636914,1,0.044,830511,828754,"C",0,NA,NA,NA
"356",357,"orf19.1596","FGR28","4",74.7,133.6,1.8,1.144,0.664211783,0.022739112,1,0.041,832750,834546,"W",0,NA,NA,NA
"357",358,"orf19.1595","","4",86.6,41.5,1,24.744,0.565004055,0.573833545,1,0.04,835182,836888,"W",0,NA,NA,NA
"358",359,"orf19.789","PYC2","4",1606.4,1559.7,1,0.184,0.992475835,0.931553584,1,0.076,841339,837806,"C",0,NA,NA,NA
"359",360,"orf19.787","","4",183.4,179.5,1,0.286,0.935680992,0.831392401,0.9,0.046,844921,844616,"C",0,NA,NA,NA
"360",361,"orf19.1207","","4",0,0,1,0,NA,NA,1.1,0.086,847295,847627,"W",0,NA,NA,NA
"361",362,"orf19.1208","","4",278.5,173.3,0.6,25.408,0.784836785,0.727194779,1,0.044,850833,849772,"C",0,NA,NA,NA
"362",363,"orf19.5312","","4",513.2,693.5,1.4,0.823,0.973772244,0.846735396,1.5,0.1,854134,855291,"W",1,0.97377224382202,0.247857525735404,"not-compensated"
"363",364,"orf19.5311","","4",183.7,249.6,1.4,5.885,0.2878292,0.176470906,1.6,0.122,858597,861125,"W",1,0.287829199825877,0.522313259155849,"not-compensated"
"364",365,"orf19.5308","","4",168.2,186.6,1.1,1.278,0.888180765,0.429971877,1.5,0.094,861810,861382,"C",1,0.888180765202453,0.96037710799135,"not-compensated"
"365",366,"orf19.5307","JEN2","4",7417.3,9602.6,1.3,0.572,0.274597383,0.171752449,1.6,0.128,864845,866386,"W",1,0.274597383253749,0.412499071379874,"not-compensated"
"366",367,"orf19.5306","","4",25.8,28.4,1,0.267,0.976517209,0.731889651,1.5,0.103,866890,867306,"W",1,0.97651720906416,0.127466599497333,"not-compensated"
"367",368,"orf19.5305","RHD3","4",5199.6,11930.1,2.3,0.839,0.101437914,0.00053314,1.5,0.07,868407,867793,"C",1,0.101437914153755,0.00773759437812164,"compensated"
"368",369,"orf19.5304","","4",7.8,0,1,0.553,0.422649731,0.422649731,1.5,0.098,869238,869603,"W",1,0.422649730810374,0.299965527120584,"not-compensated"
"369",370,"orf19.5303","PGA30","4",5,0,1,0.395,0.363217468,0.363217468,1.5,0.079,872010,871177,"C",1,0.363217467649123,0.147259519232941,"not-compensated"
"370",371,"orf19.5302","PGA31","4",104.2,142.6,1.4,0.801,0.297907734,0.08093054,1.6,0.217,875200,874142,"C",1,0.29790773377419,0.914969296312572,"not-compensated"
"371",372,"orf19.5300","","4",237.1,514.1,2.2,0.462,0.137628366,0.001222324,1.4,0.062,878564,876819,"C",1,0.137628365651750,0.0484533653327296,"compensated"
"372",373,"orf19.5299","ECM1","4",262.3,464.8,1.8,0.853,0.073437762,0.027629752,1.5,0.089,879516,878923,"C",1,0.0734377621709186,0.362055772460438,"not-compensated"
"373",374,"orf19.5297","","4",76.3,175,2.3,84.713,0.113759311,0.141075003,1.4,0.059,882641,880749,"C",1,0.113759310832525,0.261487140845115,"not-compensated"
"374",375,"orf19.5296","","4",330.3,704.5,2.1,0.408,0.037454367,0.022015925,1.5,0.081,882980,883642,"W",1,0.0374543666147206,0.0893142683337915,"not-compensated"
"375",376,"orf19.5295","","4",697.6,1203.6,1.7,0.795,0.293325603,0.009961181,1.4,0.067,884228,885319,"W",1,0.293325602590855,0.237553524942275,"not-compensated"
"376",377,"orf19.5294","PDB1","4",5834.2,8166.1,1.4,0.429,0.273942509,0.037513109,1.5,0.146,886701,885562,"C",1,0.273942508874168,0.408431521399482,"not-compensated"
"377",378,"orf19.5293","","4",1160.6,2679.4,2.3,0.657,0.005452313,0.00184931,1.3,0.16,888375,889898,"W",1,0.00545231270386625,0.0331207598814284,"not-compensated"
"378",379,"orf19.5292","AXL2","4",144.3,150.8,1,0.878,0.96210833,0.747782413,1.4,0.06,893170,890369,"C",1,0.962108329784483,0.209863788863703,"not-compensated"
